age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id
69,Private,130060,HS-grad,9,Separated,Transport-moving,Unmarried,Female,2387,0,40,United-States,1,1694
50,Private,233369,Some-college,10,Divorced,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,1695
70,Self-emp-inc,188260,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,16,United-States,1,1696
37,Private,155064,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,1697
33,Private,609789,Assoc-acdm,12,Married-spouse-absent,Machine-op-inspct,Unmarried,Male,0,0,40,United-States,1,1698
55,State-gov,153788,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,37,United-States,1,1699
23,Private,420973,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1700
74,,95825,Some-college,10,Widowed,,Not-in-family,Female,0,0,3,United-States,1,1701
56,Self-emp-not-inc,51662,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,40,United-States,1,1702
61,,60641,Bachelors,13,Never-married,,Not-in-family,Female,0,0,45,United-States,1,1703
39,Private,192614,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,56,United-States,1,1704
26,Private,275703,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,1705
54,Private,163826,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,1706
31,Private,149507,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,43,United-States,1,1707
29,Private,157308,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,Female,2829,0,14,Philippines,1,1708
35,Private,189916,Bachelors,13,Married-civ-spouse,Sales,Wife,Female,0,0,30,United-States,0,1709
60,Self-emp-inc,189098,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,1710
44,Private,370502,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,25,Mexico,1,1711
46,Private,138370,7th-8th,4,Married-civ-spouse,Other-service,Husband,Male,0,1651,40,China,1,1712
47,Private,135803,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,25,Philippines,1,1713
29,Federal-gov,244473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,40,United-States,0,1714
50,Private,145409,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,0,1715
30,Private,633742,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,45,United-States,1,1716
18,Self-emp-not-inc,42857,Some-college,10,Never-married,Craft-repair,Not-in-family,Female,0,0,35,United-States,1,1717
73,,243030,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,30,United-States,1,1718
64,Private,146110,Some-college,10,Widowed,Other-service,Unmarried,Female,0,0,24,United-States,1,1719
24,Private,228772,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,Female,0,0,40,Mexico,1,1720
20,Private,105312,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,35,United-States,1,1721
39,Private,347814,Assoc-acdm,12,Never-married,Other-service,Own-child,Female,0,0,56,United-States,1,1722
21,Private,411068,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,35,United-States,1,1723
67,Private,105252,Bachelors,13,Widowed,Exec-managerial,Not-in-family,Male,0,2392,40,United-States,0,1724
31,Private,168521,Bachelors,13,Never-married,Exec-managerial,Unmarried,Female,0,0,50,United-States,1,1725
45,Private,235924,Bachelors,13,Divorced,Exec-managerial,Own-child,Female,0,0,40,United-States,1,1726
48,Private,119471,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,India,0,1727
23,Private,235722,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,20,United-States,1,1728
52,Self-emp-inc,177727,10th,6,Married-civ-spouse,Sales,Husband,Male,4064,0,45,United-States,1,1729
37,Private,200863,Some-college,10,Widowed,Craft-repair,Unmarried,Male,0,0,40,United-States,1,1730
18,State-gov,391257,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,40,United-States,1,1731
50,Self-emp-inc,287598,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,United-States,1,1732
23,Private,207415,Bachelors,13,Never-married,Exec-managerial,Own-child,Female,0,0,15,United-States,1,1733
55,Self-emp-not-inc,68006,7th-8th,4,Never-married,Other-service,Other-relative,Female,0,0,60,United-States,1,1734
48,Private,108993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,0,1735
36,Private,252231,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,Puerto-Rico,1,1736
29,Private,53181,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,United-States,0,1737
36,Private,101460,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,18,United-States,1,1738
33,Private,182926,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,United-States,0,1739
73,Private,183213,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,Male,25124,0,60,United-States,0,1740
49,Private,149337,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,1741
25,Private,198986,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,0,1742
57,Private,206206,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,1743
32,Private,131425,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,United-States,1,1744
23,Private,44064,Some-college,10,Separated,Other-service,Not-in-family,Male,0,2559,40,United-States,0,1745
51,Private,204447,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,United-States,0,1746
54,Private,24108,Some-college,10,Separated,Exec-managerial,Not-in-family,Female,0,0,40,United-States,1,1747
31,Self-emp-not-inc,161745,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Male,0,1980,60,United-States,1,1748
41,Private,223934,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Female,0,0,38,United-States,1,1749
42,Private,296982,Some-college,10,Divorced,Sales,Unmarried,Male,0,0,40,United-States,1,1750
35,Private,290226,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,United-States,1,1751
24,Private,283872,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,20,United-States,1,1752
20,Private,174685,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,United-States,1,1753
28,Private,181291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,1564,50,United-States,0,1754
26,Private,421561,11th,7,Married-civ-spouse,Other-service,Other-relative,Male,0,0,25,United-States,1,1755
30,Local-gov,257796,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,1756
31,Private,452405,Preschool,1,Never-married,Other-service,Other-relative,Female,0,0,35,Mexico,1,1757
20,Private,243878,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,1,1758
65,Local-gov,221026,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,20,United-States,1,1759
32,Private,154571,Some-college,10,Never-married,Other-service,Other-relative,Male,0,0,40,,1,1760
51,Private,197656,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,0,1761
31,Private,120461,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,United-States,1,1762
33,Private,194901,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,45,United-States,1,1763
21,Private,67804,9th,5,Never-married,Machine-op-inspct,Own-child,Male,0,0,20,United-States,1,1764
70,Private,282642,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,2174,40,United-States,0,1765
47,Private,573583,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,48,Italy,0,1766
26,Private,322547,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,United-States,1,1767
56,Self-emp-not-inc,48102,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,1977,50,United-States,0,1768
44,Private,213416,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Mexico,1,1769
26,Private,84619,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1770
43,Federal-gov,186916,Masters,14,Divorced,Protective-serv,Not-in-family,Male,0,0,60,United-States,0,1771
39,Private,165186,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,United-States,1,1772
54,Private,155233,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,14084,0,40,United-States,0,1773
30,Private,171889,Prof-school,15,Never-married,Tech-support,Own-child,Female,0,0,24,United-States,1,1774
21,Private,163870,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,1775
52,Self-emp-not-inc,77336,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1776
56,Private,121362,Bachelors,13,Divorced,Other-service,Not-in-family,Female,0,0,32,United-States,1,1777
54,State-gov,249096,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,1,1778
46,Private,263568,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,1779
17,Private,96282,10th,6,Never-married,Other-service,Own-child,Male,0,0,14,United-States,1,1780
28,Local-gov,175262,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,2002,40,England,1,1781
24,Private,140027,Some-college,10,Never-married,Machine-op-inspct,Own-child,Female,0,0,45,United-States,1,1782
32,Self-emp-not-inc,129497,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,United-States,0,1783
23,,138768,Bachelors,13,Never-married,,Own-child,Male,2907,0,40,United-States,1,1784
42,Private,143046,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,1564,38,United-States,0,1785
47,Self-emp-not-inc,93208,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,75,Italy,1,1786
35,Private,123606,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,1,1787
45,Private,178922,9th,5,Never-married,Other-service,Not-in-family,Female,0,0,15,United-States,1,1788
60,,120163,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,40,United-States,1,1789
34,Private,207668,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,1887,40,United-States,0,1790
51,Federal-gov,198186,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1791
19,Local-gov,27382,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,1792
27,Private,72208,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,1793
42,Private,29962,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1794
22,Private,210474,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,40,United-States,1,1795
35,Private,105821,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,5178,0,40,United-States,0,1796
50,Self-emp-not-inc,348099,10th,6,Divorced,Sales,Not-in-family,Female,0,0,50,United-States,1,1797
52,Private,180195,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,1798
26,Private,186950,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,United-States,0,1799
25,Private,231638,Some-college,10,Never-married,Tech-support,Unmarried,Female,0,0,24,United-States,1,1800
59,Private,453067,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,36,United-States,0,1801
29,Private,178551,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,1802
35,Self-emp-not-inc,170174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,60,United-States,0,1803
66,,149422,7th-8th,4,Never-married,,Not-in-family,Male,0,0,4,United-States,1,1804
57,Private,199934,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,1805
31,Private,225779,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,1,1806
25,Private,99126,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,7688,0,40,United-States,0,1807
54,Self-emp-not-inc,117674,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,40,,1,1808
26,Private,139116,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,50,United-States,1,1809
46,Private,28419,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,Male,0,0,50,United-States,1,1810
36,Private,200360,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,1811
42,Private,265698,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,1812
62,Private,270092,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,1813
45,Private,168038,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,0,60,United-States,0,1814
56,Private,230039,7th-8th,4,Never-married,Other-service,Own-child,Female,0,0,30,United-States,1,1815
65,,221881,11th,7,Married-civ-spouse,,Husband,Male,0,0,40,Mexico,1,1816
21,Private,111467,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1817
31,Federal-gov,386331,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,United-States,1,1818
29,Private,201155,9th,5,Never-married,Sales,Not-in-family,Female,0,0,48,United-States,1,1819
37,Self-emp-not-inc,126675,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,United-States,0,1820
39,Private,186191,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1848,50,United-States,0,1821
31,Private,1033222,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,8614,0,40,United-States,0,1822
40,Private,182268,Preschool,1,Married-spouse-absent,Adm-clerical,Own-child,Male,0,0,40,United-States,1,1823
55,Private,170287,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Poland,0,1824
23,Private,223231,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Mexico,1,1825
35,Self-emp-not-inc,278557,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,30,United-States,1,1826
60,Self-emp-not-inc,236470,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,1,1827
60,Private,52152,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,1,1828
52,Private,294991,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,1829
51,Private,200450,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,48,United-States,1,1830
39,Private,365739,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,1831
33,Private,268127,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,United-States,1,1832
34,Private,113838,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,45,United-States,0,1833
20,,163665,HS-grad,9,Never-married,,Own-child,Female,0,0,20,United-States,1,1834
29,Private,393264,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,1835
29,Local-gov,148182,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,1836
67,Private,174693,Some-college,10,Widowed,Sales,Not-in-family,Female,0,0,25,Nicaragua,1,1837
34,Private,173806,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,4865,0,60,United-States,1,1838
31,Local-gov,153005,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,1839
45,Private,26781,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,1,1840
53,Federal-gov,177212,Some-college,10,Never-married,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,1841
51,Local-gov,153908,Masters,14,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,United-States,1,1842
22,Private,59924,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,United-States,1,1843
39,Self-emp-inc,222641,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,1844
31,Federal-gov,59732,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,1,1845
50,Private,266945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,3137,0,40,El-Salvador,1,1846
22,,211968,Some-college,10,Never-married,,Own-child,Female,0,0,40,Iran,1,1847
26,Private,200639,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,1848
32,Private,76773,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,1,1849
21,Private,438139,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,50,United-States,1,1850
51,,203015,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,United-States,1,1851
35,Self-emp-not-inc,190895,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,1852
17,Private,234780,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,40,United-States,1,1853
57,Private,140426,1st-4th,2,Married-spouse-absent,Other-service,Not-in-family,Male,0,0,35,,1,1854
43,Private,48193,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,1,1855
61,Self-emp-inc,187124,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,20,United-States,0,1856
61,Self-emp-not-inc,92178,11th,7,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,1857
19,Private,70982,Assoc-voc,11,Never-married,Other-service,Own-child,Male,0,0,16,United-States,1,1858
29,Private,83742,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,45,United-States,1,1859
24,Private,420779,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,35,United-States,1,1860
30,Private,425528,HS-grad,9,Never-married,Protective-serv,Own-child,Male,0,0,70,United-States,1,1861
48,Self-emp-inc,155664,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,0,1862
56,Federal-gov,162137,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,1863
46,State-gov,248895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,1864
31,Private,253354,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,1,1865
21,Private,292264,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,35,United-States,1,1866
32,Private,130040,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1867
29,Private,207064,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,1868
24,,114292,9th,5,Never-married,,Own-child,Male,0,0,40,United-States,1,1869
34,Private,36385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,United-States,0,1870
24,Private,174461,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,50,United-States,1,1871
36,Private,106964,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,1872
36,Private,316298,Bachelors,13,Never-married,Tech-support,Own-child,Male,0,0,40,United-States,1,1873
45,Local-gov,364563,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,0,1874
